1.000020201573996070e+00.csv1.000053676186446028e+00.csv1.000138012323715797e+00.csv1.000167730830734847e+00
1.000030993760471665e+00.csv1.000029916076111025e+00.csv1.000154874379709513e+00.csv1.000466476795584869e+00
1.000031558754237881e+00.csv1.000014390212615067e+00.csv1.000171523512513705e+00.csv1.000720188009065703e+00
